averageMonthlyHours,satisfaction,evaluation,yearsAtCompany,turnover
276,17,66,3,0
268,74,49,3,0
282,44,41,7,0
294,51,89,7,0
280,86,57,7,0
272,96,48,7,0
273,87,82,7,0
278,58,79,3,0
283,24,56,7,0
273,42,80,7,0
276,65,94,7,0
260,73,92,3,0
262,63,60,3,0
274,95,48,3,0
283,52,83,3,0
278,96,55,3,0
275,66,51,2,0
258,98,44,6,0
283,56,79,3,0
284,97,54,8,0
280,72,92,8,0
267,74,78,8,0
300,20,60,8,0
276,73,56,8,0
287,76,79,3,0
269,65,54,10,0
267,66,50,10,0
285,96,97,10,0
273,57,55,8,0
280,61,82,8,0
285,57,69,8,0
277,59,47,4,0
280,92,68,3,0
271,79,56,10,0
273,95,66,10,0
270,24,81,7,0
288,49,52,7,0
274,49,68,7,0
277,97,51,7,0
298,55,78,3,0
262,76,56,10,0
272,53,99,10,0
281,51,86,10,0
263,57,93,10,0
274,58,91,10,0
270,60,98,10,0
256,65,74,4,0
264,91,75,3,0
274,65,55,5,0
275,18,49,2,0
287,66,90,7,0
252,78,80,7,0
275,82,65,7,0
277,54,64,7,0
252,95,84,7,0
272,65,85,3,0
296,83,55,7,0
294,15,60,7,0
281,59,59,7,0
262,99,94,3,0
274,76,72,3,0
273,64,67,3,0
275,95,75,3,0
276,53,66,3,0
285,59,50,2,0
272,69,86,6,0
269,50,49,3,0
269,89,96,8,0
283,56,39,8,0
258,77,68,8,0
271,15,75,8,0
306,88,58,8,0
267,89,86,3,0
281,65,52,10,0
270,58,99,10,0
277,56,85,10,0
278,25,72,8,0
280,87,89,8,0
270,62,40,8,0
274,72,75,4,0
281,49,94,3,0
264,57,91,10,0
271,63,65,10,0
269,91,63,7,0
258,70,68,7,0
256,66,95,7,0
297,77,48,7,0
268,68,97,3,0
279,34,46,10,0
268,97,64,10,0
288,57,75,10,0
283,66,65,10,0
274,68,67,10,0
295,49,78,10,0
273,72,66,3,0
263,77,89,10,0
278,77,73,10,0
263,59,73,10,0
287,41,67,10,0
291,94,64,10,0
264,91,61,10,0
264,70,84,4,0
280,51,52,3,0
289,22,70,5,0
277,69,65,2,0
275,20,68,7,0
290,90,85,7,0
259,76,85,7,0
267,88,51,7,0
274,31,63,7,0
287,17,66,3,0
294,91,77,7,0
290,97,38,7,0
269,61,77,7,0
258,74,67,3,0
280,65,82,3,0
268,87,73,3,0
279,56,71,3,0
261,78,69,3,0
277,73,57,2,0
264,66,78,6,0
277,15,81,3,0
271,52,69,8,0
277,44,66,8,0
257,70,70,8,0
266,63,52,8,0
269,89,59,8,0
250,96,85,3,0
279,98,99,10,0
294,62,82,10,0
284,62,73,10,0
294,69,43,8,0
276,50,91,8,0
290,71,93,8,0
280,50,68,4,0
268,93,60,3,0
294,95,77,10,0
277,17,61,10,0
290,92,68,7,0
267,64,48,7,0
289,27,42,7,0
279,66,87,7,0
276,59,69,3,0
272,93,98,10,0
279,58,67,10,0
262,96,60,10,0
269,69,85,10,0
280,41,38,10,0
284,36,41,10,0
286,71,78,2,0
276,94,90,4,0
279,51,76,3,0
276,83,48,3,0
277,22,62,3,0
294,66,89,4,0
275,14,58,5,0
279,16,96,5,0
275,81,78,3,0
276,73,94,3,0
292,70,58,3,0
279,62,73,4,0
260,50,83,2,0
279,70,88,2,0
296,53,73,3,0
258,87,90,2,0
281,59,60,2,0
288,94,67,3,0
263,20,53,5,0
277,42,44,2,0
282,43,66,2,0
284,43,76,2,0
279,77,86,3,0
293,76,98,3,0
264,82,90,4,0
271,75,66,2,0
272,63,98,3,0
258,51,75,3,0
256,23,70,5,0
278,77,58,3,0
264,54,63,3,0
251,63,85,3,0
288,55,45,2,0
273,31,63,3,0
282,98,74,3,0
283,16,95,7,0
255,54,78,7,0
266,73,48,7,0
290,16,63,7,0
272,57,82,7,0
301,88,88,3,0
269,95,81,7,0
281,93,70,7,0
276,91,58,7,0
289,77,82,3,0
283,24,94,3,0
282,74,74,3,0
276,53,59,3,0
276,89,77,3,0
293,23,77,2,0
262,69,66,6,0
272,52,72,3,0
286,90,58,8,0
269,92,63,8,0
286,72,59,8,0
268,92,61,8,0
265,79,86,8,0
284,48,89,3,0
274,27,76,10,0
279,67,49,10,0
272,48,70,10,0
269,99,60,8,0
257,49,88,8,0
278,39,45,8,0
300,99,92,4,0
278,78,57,3,0
248,50,73,10,0
281,61,79,10,0
271,88,60,7,0
291,44,44,7,0
296,73,78,7,0
265,58,84,7,0
268,74,98,3,0
278,32,48,10,0
275,88,83,10,0
285,81,90,10,0
273,59,92,10,0
274,79,65,10,0
291,92,64,10,0
256,76,85,3,0
283,91,65,3,0
275,80,84,2,0
276,73,72,2,0
261,88,53,4,0
267,65,40,4,0
294,84,50,2,0
288,93,50,3,0
292,64,60,4,0
277,66,72,3,0
261,76,56,3,0
294,34,72,4,0
277,48,80,5,0
261,79,61,2,0
268,82,67,3,0
272,51,71,3,0
266,84,78,3,0
270,66,79,3,0
273,72,88,3,0
262,53,91,4,0
280,81,80,2,0
262,58,90,2,0
255,82,56,5,0
276,72,99,3,0
293,90,54,4,0
257,98,91,4,0
274,56,74,3,0
277,77,82,3,0
283,61,89,2,0
293,97,61,3,0
268,64,55,2,0
259,99,97,2,0
275,61,42,4,0
267,72,71,3,0
280,67,91,2,0
287,90,56,3,0
256,90,73,2,0
263,63,61,3,0
277,64,88,2,0
265,44,65,2,0
284,64,94,3,0
294,65,95,2,0
278,69,90,5,0
274,93,51,3,0
278,73,90,3,0
289,83,60,2,0
276,82,49,3,0
295,39,91,2,0
282,53,47,6,0
272,88,81,3,0
271,80,60,3,0
275,68,79,3,0
282,66,60,2,0
276,61,61,2,0
281,74,55,3,0
284,61,83,3,0
269,57,99,3,0
288,68,54,4,0
276,75,79,3,0
281,29,57,2,0
255,81,81,4,0
274,53,68,3,0
266,42,96,3,0
291,64,67,3,0
265,63,50,4,0
271,81,81,2,0
275,71,66,2,0
269,70,83,2,0
276,53,100,4,0
282,16,93,6,0
277,17,55,3,0
269,70,95,2,0
264,43,88,4,0
265,49,62,2,0
271,50,90,2,0
298,57,59,2,0
271,68,75,3,0
275,62,61,2,0
280,69,75,3,0
271,63,70,3,0
286,76,62,3,0
261,62,76,3,0
284,82,69,3,0
264,20,70,5,0
276,16,70,3,0
269,20,78,3,0
279,53,51,2,0
269,71,63,3,0
268,70,93,3,0
267,92,94,2,0
282,81,92,3,0
281,79,62,3,0
282,53,64,3,0
272,51,56,2,0
312,78,90,3,0
275,50,91,3,0
292,92,100,4,0
275,59,54,2,0
277,77,55,3,0
292,74,87,2,0
268,67,97,3,0
278,56,59,3,0
286,84,44,5,0
282,53,77,2,0
275,86,71,3,0
270,77,68,3,0
272,97,94,3,0
292,69,87,3,0
276,73,90,2,0
270,42,47,5,0
263,40,47,5,0
270,33,41,4,0
256,68,66,2,0
274,78,80,2,0
290,92,60,2,0
281,66,66,4,0
262,60,45,4,0
291,86,83,3,0
269,61,49,2,0
270,71,68,2,0
282,86,62,3,0
284,96,59,3,0
270,70,54,2,0
284,38,49,3,0
268,39,75,3,0
274,49,40,2,0
259,78,62,3,0
273,74,79,5,0
273,82,76,3,0
261,60,42,6,0
285,72,99,4,0
268,73,97,3,0
283,89,55,2,0
287,74,94,2,0
277,83,57,2,0
286,24,88,5,0
277,93,89,7,0
271,96,62,7,0
288,16,68,7,0
288,21,85,7,0
270,69,54,7,0
268,66,96,3,0
265,67,39,7,0
288,85,58,7,0
257,37,92,7,0
278,64,64,3,0
282,91,82,3,0
287,96,68,3,0
276,74,70,3,0
285,94,99,3,0
279,37,72,2,0
269,92,85,6,0
276,86,72,3,0
278,66,49,8,0
291,19,61,8,0
297,65,61,8,0
271,92,44,8,0
280,83,80,8,0
273,94,82,3,0
279,42,69,2,0
281,78,53,3,0
292,58,76,5,0
271,50,64,8,0
271,82,76,8,0
271,97,92,8,0
274,80,93,4,0
293,82,84,3,0
282,95,99,4,0
258,88,51,4,0
272,50,86,7,0
283,53,80,7,0
291,82,74,7,0
268,15,74,7,0
268,92,70,3,0
267,53,74,10,0
263,58,100,10,0
259,88,74,10,0
281,85,72,10,0
291,99,68,10,0
281,94,73,10,0
274,63,94,3,0
288,85,90,3,0
269,95,66,3,0
268,71,66,4,0
266,49,88,3,0
266,71,69,4,0
271,52,62,2,0
283,48,72,4,0
272,82,79,3,0
262,83,76,7,0
264,85,87,7,0
283,57,64,7,0
279,16,63,7,0
275,85,64,7,0
269,82,67,3,0
279,90,89,7,0
289,92,64,7,0
293,90,48,7,0
261,82,80,3,0
289,84,81,3,0
255,92,65,3,0
284,82,82,3,0
271,80,80,3,0
288,60,85,2,0
288,14,38,6,0
285,85,89,3,0
262,55,81,8,0
279,49,71,8,0
268,82,58,8,0
282,59,77,8,0
281,90,82,8,0
249,62,72,3,0
288,61,68,2,0
274,52,55,3,0
268,79,87,5,0
267,49,89,8,0
266,73,67,8,0
262,67,49,8,0
273,52,61,4,0
274,72,64,3,0
283,48,50,4,0
299,19,79,4,0
265,49,49,7,0
290,90,76,7,0
298,49,49,7,0
289,60,53,7,0
271,62,85,3,0
285,64,50,10,0
290,22,94,10,0
280,90,55,10,0
268,74,95,10,0
282,85,54,10,0
276,33,65,10,0
274,50,73,3,0
279,38,53,3,0
268,80,86,6,0
286,11,88,4,0
288,72,87,5,0
276,37,52,3,0
279,41,50,3,0
254,10,77,4,0
271,92,85,5,0
264,89,100,5,0
291,42,53,3,0
304,45,54,3,0
282,11,81,4,0
275,84,92,5,0
276,41,55,3,0
265,36,56,3,0
290,38,54,3,0
271,45,47,3,0
270,78,99,6,0
288,45,51,3,0
249,76,89,5,0
279,11,83,4,0
270,38,55,3,0
279,9,95,4,0
274,46,57,3,0
273,40,53,3,0
291,89,92,5,0
266,82,87,5,0
272,40,49,3,0
273,41,46,3,0
290,38,50,3,0
277,9,62,4,0
296,45,57,3,0
261,40,51,3,0
279,45,55,3,0
276,84,87,6,0
270,10,94,4,0
283,38,46,3,0
284,45,50,3,0
278,11,89,4,0
273,41,54,3,0
284,87,88,5,0
275,45,48,3,0
296,40,46,3,0
284,10,80,4,0
281,9,89,4,0
272,84,74,4,0
260,40,55,3,0
273,57,70,6,0
280,40,54,3,0
272,43,47,3,0
272,13,78,2,0
266,44,55,3,0
289,38,55,3,0
262,39,54,3,0
286,10,92,4,0
266,37,46,3,0
257,11,94,4,0
292,10,81,4,0
281,38,54,3,0
270,85,100,5,0
274,85,91,5,0
272,11,93,4,0
278,10,95,5,0
270,36,56,3,0
287,11,94,4,0
282,81,70,4,0
279,43,54,3,0
278,90,98,6,0
275,76,86,5,0
278,43,50,3,0
269,74,99,3,0
274,9,77,4,0
284,45,49,3,0
265,9,87,4,0
283,11,97,4,0
273,11,79,4,0
273,10,83,4,0
261,40,54,3,0
278,43,56,3,0
275,39,56,3,0
284,45,54,3,0
263,38,49,3,0
285,79,59,3,0
277,84,85,6,0
274,11,77,4,0
279,11,87,4,0
273,17,84,3,0
262,44,45,3,0
296,37,57,3,0
274,10,79,4,0
271,40,50,3,0
266,89,100,5,0
295,42,48,3,0
278,46,55,3,0
273,9,83,4,0
280,37,51,3,0
275,10,77,4,0
299,10,84,4,0
276,11,97,4,0
284,90,100,6,0
278,38,52,3,0
269,36,52,3,0
260,42,46,3,0
297,9,94,4,0
287,43,52,3,0
289,24,46,5,0
262,91,100,5,0
280,44,50,3,0
287,71,87,4,0
273,40,49,3,0
270,43,47,3,0
288,9,85,4,0
267,43,52,3,0
272,90,96,5,0
283,84,100,5,0
268,37,48,3,0
273,86,68,2,0
271,11,84,4,0
280,37,57,3,0
272,40,46,3,0
286,14,62,4,0
271,40,46,3,0
251,75,100,6,0
284,11,84,5,0
273,46,49,3,0
270,11,92,4,0
280,38,49,3,0
284,70,89,5,0
288,9,82,4,0
289,37,45,3,0
285,10,83,4,0
296,38,57,3,0
280,90,100,5,0
284,44,51,3,0
286,36,50,3,0
259,31,84,5,0
262,10,84,4,0
266,42,48,3,0
289,74,100,5,0
283,73,87,5,0
294,9,96,4,0
267,45,53,3,0
274,11,80,4,0
273,37,47,3,0
287,84,99,5,0
294,41,46,3,0
272,76,92,5,0
267,11,87,4,0
265,84,88,5,0
287,39,50,3,0
271,11,91,4,0
294,45,56,3,0
281,37,52,3,0
277,40,52,3,0
289,39,48,3,0
260,11,80,4,0
263,83,100,5,0
273,11,92,4,0
282,39,50,3,0
281,45,45,3,0
289,10,95,4,0
286,90,98,6,0
279,45,51,3,0
268,79,89,5,0
290,90,99,5,0
277,11,84,4,0
276,43,55,3,0
287,31,54,5,0
268,32,50,5,0
290,45,57,3,0
259,81,99,5,0
281,41,46,3,0
288,11,78,4,0
283,10,88,4,0
273,70,53,4,0
263,54,74,2,0
271,41,48,3,0
285,38,50,3,0
264,37,51,3,0
292,11,85,5,0
260,40,47,3,0
265,10,84,4,0
277,89,99,5,0
274,11,80,4,0
281,36,55,3,0
292,40,46,3,0
277,9,85,4,0
269,40,46,3,0
269,37,55,3,0
288,44,51,3,0
284,9,80,5,0
271,92,87,6,0
277,74,91,5,0
277,9,82,4,0
280,89,95,5,0
275,9,80,4,0
280,27,54,3,0
278,10,91,4,0
288,10,89,4,0
276,77,94,6,0
269,90,82,5,0
296,39,50,3,0
284,76,100,5,0
270,10,93,4,0
275,87,90,6,0
254,38,50,3,0
288,77,99,5,0
262,78,87,5,0
260,44,50,3,0
288,38,52,3,0
263,43,46,3,0
287,39,50,3,0
277,88,100,5,0
279,45,46,3,0
276,40,53,3,0
274,36,51,3,0
292,36,48,3,0
260,90,98,5,0
270,43,53,3,0
279,89,87,5,0
275,10,84,4,0
277,37,50,3,0
280,37,51,3,0
279,87,90,5,0
257,40,56,3,0
285,90,97,5,0
270,37,46,3,0
273,44,54,3,0
257,85,95,5,0
272,78,98,6,0
304,42,47,3,0
272,92,99,6,0
266,11,83,4,0
274,42,56,3,0
299,48,57,4,0
281,83,85,5,0
279,40,53,3,0
259,43,45,3,0
286,43,53,3,0
285,10,97,4,0
286,10,87,4,0
273,37,46,3,0
268,38,53,3,0
285,40,50,3,0
294,89,86,5,0
282,45,46,3,0
274,37,48,3,0
278,46,49,3,0
280,87,91,5,0
284,11,84,4,0
289,79,87,5,0
279,79,92,6,0
255,19,59,3,0
267,87,98,5,0
274,60,92,5,0
296,44,45,3,0
281,11,81,4,0
276,42,54,3,0
290,88,88,5,0
261,11,84,4,0
284,46,46,3,0
286,82,97,5,0
281,44,56,3,0
280,11,78,4,0
266,42,50,3,0
278,84,93,5,0
278,11,95,4,0
284,45,53,3,0
272,38,56,3,0
284,38,86,6,0
270,44,51,3,0
254,11,84,4,0
285,81,93,5,0
276,9,96,4,0
294,11,90,4,0
271,81,95,6,0
277,10,97,4,0
271,74,89,6,0
264,9,78,4,0
270,82,81,4,0
292,10,98,4,0
277,27,56,3,0
277,83,92,6,0
276,10,93,4,0
256,38,47,3,0
276,40,56,3,0
289,11,83,4,0
274,11,79,4,0
263,82,91,5,0
277,36,48,3,0
283,40,46,3,0
266,87,84,5,0
264,41,49,3,0
291,11,91,4,0
287,10,93,4,0
266,38,51,3,0
294,39,55,3,0
272,40,52,3,0
281,45,48,3,0
271,74,84,5,0
285,45,55,3,0
271,12,100,4,0
290,10,77,5,0
286,37,55,3,0
264,89,87,5,0
272,45,47,3,0
268,37,46,3,0
262,11,81,4,0
268,41,48,3,0
281,10,94,4,0
270,10,93,4,0
263,11,95,4,0
256,40,54,3,0
270,41,49,3,0
275,10,81,4,0
261,73,86,6,0
269,43,47,3,0
270,37,46,3,0
266,11,94,4,0
274,40,46,3,0
266,41,54,3,0
286,82,84,5,0
255,61,47,3,0
279,11,91,4,0
268,37,45,3,0
271,41,52,3,0
283,37,52,3,0
286,88,99,6,0
273,10,85,4,0
274,44,48,3,0
266,38,57,3,0
303,11,85,4,0
277,9,98,4,0
271,45,52,3,0
289,10,81,4,0
284,45,47,3,0
279,77,87,5,0
264,44,51,3,0
282,39,50,3,0
277,10,91,4,0
281,9,89,5,0
276,37,47,3,0
269,90,100,5,0
294,41,56,3,0
273,37,52,3,0
301,10,86,4,0
266,81,100,5,0
277,11,80,4,0
277,11,84,4,0
281,40,46,3,0
286,9,80,5,0
293,48,93,6,0
290,91,91,6,0
271,43,57,3,0
282,33,88,5,0
271,41,57,3,0
255,41,55,3,0
275,37,54,3,0
273,31,62,5,0
290,9,91,4,0
279,10,87,4,0
265,76,90,5,0
275,41,54,3,0
268,72,96,5,0
276,40,50,3,0
277,91,87,5,0
275,10,83,4,0
266,40,56,3,0
278,82,86,5,0
263,10,82,4,0
295,37,45,3,0
277,36,51,3,0
277,39,48,3,0
289,36,57,3,0
264,86,84,5,0
287,73,99,5,0
285,56,71,2,0
271,44,56,3,0
270,31,56,2,0
292,77,93,5,0
272,44,45,3,0
294,38,46,3,0
274,45,48,3,0
278,38,51,3,0
277,36,48,3,0
285,75,90,5,0
282,10,93,4,0
272,10,97,4,0
274,45,50,3,0
278,42,57,3,0
295,78,100,5,0
291,45,55,3,0
277,84,100,5,0
293,11,93,4,0
272,42,56,3,0
266,45,46,3,0
273,46,57,3,0
263,9,79,5,0
282,87,83,6,0
288,10,87,4,0
274,91,100,6,0
272,76,92,5,0
279,74,100,5,0
271,92,93,5,0
273,76,87,5,0
263,47,50,4,0
280,73,99,5,0
273,9,94,4,0
273,91,92,5,0
285,82,98,5,0
296,28,45,4,0
292,84,99,6,0
271,45,53,3,0
269,45,54,3,0
274,91,97,5,0
272,42,48,3,0
283,82,100,6,0
274,11,90,4,0
270,42,53,4,0
257,82,85,5,0
263,9,96,4,0
263,10,94,4,0
287,86,100,5,0
276,40,46,3,0
265,45,46,3,0
270,42,51,3,0
273,74,92,5,0
259,55,60,4,0
272,37,45,3,0
280,41,52,3,0
282,89,65,6,0
289,41,57,3,0
268,44,51,3,0
270,87,84,6,0
277,10,84,4,0
267,41,47,3,0
270,11,85,4,0
267,43,53,3,0
256,77,90,5,0
282,41,52,3,0
262,41,48,3,0
275,36,78,4,0
270,77,100,5,0
266,81,98,5,0
259,39,54,3,0
279,9,94,5,0
287,44,46,3,0
281,10,84,4,0
290,36,48,3,0
270,81,92,5,0
275,81,90,5,0
289,85,98,5,0
273,10,87,4,0
285,37,54,3,0
285,9,97,4,0
259,44,53,3,0
266,86,93,5,0
274,77,100,5,0
275,41,48,3,0
281,40,48,3,0
277,43,49,3,0
285,43,50,3,0
263,80,53,5,0
269,80,85,5,0
295,82,98,5,0
269,37,54,3,0
268,37,48,3,0
284,9,95,4,0
286,90,92,5,0
277,41,52,3,0
266,10,85,4,0
267,44,53,3,0
272,89,85,5,0
296,42,56,3,0
254,87,100,5,0
278,45,57,3,0
250,11,87,4,0
271,9,79,4,0
267,76,83,5,0
258,11,96,5,0
276,37,49,3,0
268,10,79,4,0
270,77,87,6,0
278,42,54,3,0
276,38,52,3,0
274,32,95,2,0
260,38,49,3,0
278,19,100,4,0
271,10,83,4,0
266,76,88,4,0
281,53,56,6,0
260,39,51,3,0
275,11,83,4,0
270,10,94,4,0
284,84,100,5,0
285,82,99,6,0
279,10,82,4,0
256,59,49,4,0
277,44,48,3,0
291,89,95,5,0
291,91,84,5,0
267,66,57,5,0
270,11,87,5,0
272,43,51,3,0
274,78,83,6,0
276,11,97,5,0
267,83,98,5,0
268,39,54,3,0
277,38,55,3,0
260,37,57,3,0
271,44,48,3,0
281,53,85,5,0
275,9,96,4,0
259,11,89,4,0
263,83,96,5,0
274,88,100,6,0
281,10,89,4,0
279,9,86,4,0
289,44,54,3,0
291,39,51,3,0
283,87,94,5,0
291,74,99,5,0
274,10,95,4,0
273,74,82,6,0
270,75,99,5,0
272,41,56,3,0
271,41,45,3,0
277,9,90,4,0
273,9,80,5,0
263,39,57,3,0
279,40,56,3,0
289,37,54,3,0
272,10,84,4,0
270,43,51,3,0
280,75,85,6,0
261,37,56,3,0
274,11,85,4,0
271,45,45,3,0
263,87,100,5,0
283,11,94,4,0
274,45,54,3,0
257,81,87,5,0
270,77,91,5,0
292,89,92,5,0
291,43,49,3,0
271,78,100,5,0
299,37,47,3,0
270,37,50,3,0
262,85,82,5,0
286,41,47,3,0
267,11,96,4,0
261,75,99,5,0
271,82,85,5,0
275,79,100,6,0
283,43,53,3,0
285,10,90,4,0
286,46,48,3,0
278,43,57,3,0
247,43,55,3,0
271,11,80,4,0
250,9,86,4,0
272,37,53,3,0
263,40,57,3,0
280,10,77,4,0
266,41,53,3,0
277,79,58,4,0
273,11,79,4,0
280,10,97,4,0
281,44,51,3,0
282,25,46,4,0
283,44,52,3,0
279,73,100,5,0
282,75,97,6,0
280,36,47,3,0
280,37,49,3,0
294,39,49,3,0
286,48,78,2,0
291,57,72,6,0
280,90,96,5,0
262,39,55,3,0
277,44,51,3,0
273,81,88,5,0
271,74,87,5,0
266,44,56,3,0
260,41,56,3,0
275,40,51,3,0
280,46,57,3,0
266,80,83,3,0
280,87,90,5,0
271,39,54,3,0
271,38,55,3,0
267,66,67,3,0
281,10,80,4,0
283,37,54,3,0
286,10,77,4,0
268,9,87,4,0
281,86,84,5,0
272,11,90,4,0
281,37,46,3,0
272,11,92,4,0
292,77,98,6,0
276,84,94,6,0
269,10,84,4,0
269,83,90,5,0
280,11,79,4,0
280,86,92,5,0
268,38,56,3,0
279,11,88,4,0
277,45,49,3,0
269,10,85,4,0
304,9,95,4,0
275,39,53,3,0
272,37,47,3,0
277,81,97,5,0
275,9,90,4,0
280,10,88,4,0
280,39,49,3,0
268,83,95,5,0
265,45,57,3,0
272,43,51,3,0
288,80,75,2,0
277,10,86,4,0
260,10,55,4,0
295,36,52,3,0
279,38,50,3,0
271,78,98,6,0
277,44,49,3,0
282,41,46,3,0
291,72,85,6,0
267,46,54,3,0
277,10,90,4,0
280,34,67,2,0
269,11,89,5,0
269,38,56,3,0
296,82,92,5,0
282,39,57,3,0
282,44,53,3,0
260,43,52,3,0
272,84,83,5,0
271,43,48,3,0
288,37,52,3,0
259,74,97,5,0
291,73,97,5,0
272,37,47,3,0
282,58,62,3,0
272,40,54,3,0
279,51,83,4,0
288,46,50,3,0
290,45,54,3,0
286,46,50,3,0
275,39,45,3,0
272,9,88,4,0
277,9,77,4,0
275,37,51,3,0
302,10,89,4,0
266,77,100,5,0
285,79,86,5,0
265,43,55,3,0
264,38,53,3,0
263,77,91,6,0
298,44,50,3,0
279,39,46,3,0
268,78,89,6,0
287,10,79,5,0
292,10,77,4,0
265,75,85,5,0
272,46,62,3,0
257,91,97,6,0
261,10,92,4,0
271,72,60,5,0
261,11,95,4,0
252,11,94,4,0
272,46,57,3,0
270,37,46,3,0
283,46,50,3,0
275,43,57,3,0
257,11,82,4,0
282,73,89,6,0
273,43,47,3,0
260,86,100,5,0
270,10,83,4,0
285,40,49,3,0
279,11,87,4,0
278,86,98,5,0
279,42,100,3,0
259,79,84,5,0
274,10,96,4,0
280,9,92,4,0
293,9,82,4,0
261,87,100,5,0
268,36,49,3,0
270,42,75,4,0
264,84,86,5,0
276,10,83,4,0
274,78,71,5,0
274,35,99,4,0
278,10,81,4,0
289,11,80,4,0
282,43,48,3,0
269,38,45,3,0
279,46,54,3,0
266,89,82,5,0
297,45,50,3,0
273,44,53,3,0
271,74,54,3,0
272,45,54,3,0
280,79,93,5,0
282,79,91,5,0
282,11,87,4,0
273,42,48,3,0
272,64,90,2,0
280,40,55,3,0
279,84,98,5,0
288,73,92,5,0
286,40,51,3,0
266,36,45,3,0
291,43,47,3,0
262,11,78,4,0
270,91,100,6,0
287,80,100,5,0
266,42,49,3,0
276,31,87,3,0
266,44,47,3,0
274,38,54,3,0
284,45,56,3,0
274,43,46,3,0
284,45,46,3,0
257,43,57,3,0
270,43,49,3,0
272,9,83,4,0
272,43,47,3,0
279,79,94,5,0
281,85,58,2,0
287,38,45,3,0
269,11,92,4,0
273,83,99,5,0
253,81,91,5,0
281,42,56,3,0
292,11,87,4,0
292,11,85,4,0
287,10,89,4,0
272,50,54,4,0
267,44,49,3,0
268,11,90,4,0
278,39,52,3,0
267,11,78,4,0
282,36,50,3,0
280,43,51,3,0
284,40,50,3,0
274,86,84,6,0
277,38,49,3,0
271,46,45,3,0
269,37,57,3,0
272,43,52,3,0
268,66,93,5,0
275,37,48,3,0
287,77,92,5,0
275,38,55,3,0
275,39,54,3,0
271,41,55,3,0
266,10,90,4,0
291,9,93,4,0
277,41,47,3,0
284,39,46,3,0
283,83,99,5,0
280,9,87,2,0
286,75,81,5,0
282,44,54,3,0
271,10,84,5,0
289,42,46,3,0
262,10,83,4,0
280,10,86,4,0
272,31,77,3,0
268,42,54,3,0
294,38,50,3,0
286,39,57,3,0
271,10,97,5,0
280,11,93,4,0
270,10,92,4,0
269,11,90,4,0
282,44,65,4,0
278,91,96,5,0
250,72,100,5,0
276,66,66,3,0
288,20,69,4,0
275,97,78,3,0
268,59,73,3,0
285,88,60,2,0
280,16,73,2,0
276,61,96,3,0
268,52,79,3,0
274,82,49,4,0
252,75,94,2,0
265,62,50,2,0
271,91,88,2,0
262,61,98,4,0
269,79,77,6,0
268,90,93,3,0
254,75,83,3,0
284,81,64,3,0
279,59,88,2,0
286,56,83,3,0
260,98,79,4,0
291,59,72,4,0
282,61,67,3,0
256,78,70,3,0
256,55,93,3,0
286,20,97,5,0
273,79,44,3,0
255,52,98,3,0
275,97,52,3,0
270,63,94,3,0
281,85,99,2,0
276,59,74,3,0
295,64,60,3,0
263,80,67,3,0
275,61,75,3,0
276,87,61,2,0
272,75,59,3,0
266,96,51,3,0
274,75,92,3,0
281,19,58,5,0
282,52,97,3,0
266,60,60,3,0
272,90,81,3,0
270,89,92,2,0
278,54,93,2,0
263,99,55,3,0
282,66,56,3,0
273,92,64,2,0
284,19,72,3,0
273,39,37,4,0
261,41,68,4,0
292,60,49,2,0
278,95,54,4,0
274,51,87,4,0
271,54,74,3,0
286,16,54,5,0
269,98,77,2,0
288,65,75,3,0
281,38,50,3,0
279,95,71,4,0
265,60,62,2,0
258,78,91,2,0
279,19,63,6,0
287,56,99,3,0
268,21,71,2,0
289,83,71,4,0
274,50,64,2,0
259,74,87,3,0
276,75,83,4,0
270,85,66,4,0
283,93,59,2,0
260,76,70,2,0
278,91,78,3,0
265,22,54,4,0
291,78,52,3,0
269,53,80,3,0
278,58,69,3,0
282,99,81,2,0
294,62,64,3,0
271,59,69,3,0
277,13,76,4,0
270,19,63,6,0
280,94,99,4,0
293,53,96,2,0
272,96,85,2,0
283,62,87,3,0
278,81,86,3,0
259,63,78,3,0
277,92,68,4,0
262,83,74,2,0
269,49,37,3,0
287,80,66,3,0
274,54,76,2,0
282,37,72,2,0
277,93,56,3,0
291,88,99,2,0
267,79,87,2,0
260,65,88,3,0
286,72,70,3,0
291,58,49,3,0
283,37,51,3,0
282,87,97,3,0
267,63,72,4,0
290,72,79,3,0
278,36,55,3,0
282,96,70,3,0
285,52,37,2,0
254,16,83,4,0
289,63,55,3,0
272,92,76,3,0
264,82,49,2,0
287,18,54,5,0
295,73,48,2,0
263,44,61,6,0
267,73,62,4,0
281,62,95,2,0
262,94,80,3,0
276,76,74,3,0
274,89,49,3,0
263,90,88,2,0
266,100,93,2,0
291,71,90,3,0
281,73,97,3,0
290,97,90,3,0
289,60,59,3,0
280,82,67,3,0
276,95,48,2,0
255,88,65,3,0
269,79,49,3,0
284,52,96,2,0
285,22,61,5,0
277,59,96,3,0
258,84,64,3,0
288,54,41,3,0
265,100,86,4,0
269,93,59,2,0
281,96,55,4,0
266,56,41,3,0
280,49,66,3,0
296,89,51,3,0
272,57,91,2,0
277,96,64,2,0
270,65,89,3,0
289,14,66,4,0
274,64,49,3,0
267,98,91,2,0
270,71,59,2,0
290,96,49,3,0
277,90,57,3,0
278,52,96,3,0
279,78,98,2,0
267,62,69,3,0
